name,status,Usage
Microbank Software,operating,Public
motionet AG,operating,Private
QuaDPharma,operating,Public
Echobox,operating,Public
Message Bus,operating,Private
Coupsta,operating,Private
PassionTag,operating,Public
Omni Partners,operating,Private
Healvo,closed,Public
Treehouse,operating,Private
District Delivery,operating,Private
Hyperloop Technologies,operating,Private
CoolaData,operating,Public
TheraCell,operating,Private
Infused Industries,operating,Private
Cloudbot,operating,Private
Nautal,operating,Public
OncoFusion Therapeutics,operating,Private
The Mother Company,operating,Private
Scale Eight,closed,Private
American Biosurgical,operating,Private
Smart Plate,operating,Private
MYLOMA GmbH,operating,Private
Mysimax,operating,Public
Blue Palace Enterprise,operating,Public
Movitas Mobile,operating,Public
Travelmenu,closed,Public
TeraDiode,operating,Private
Pointr,operating,Private
Henley Brands,operating,Public
mitoo,operating,Public
Alantos,operating,Public
ActionFlow,operating,Public
"RITA Medical Systems, Inc",operating,Private
Campanja,operating,Private
Nobly POS - Point of Sales,operating,Public
Delyver.com,operating,Private
AppDynamics,operating,Private
Alkeus Pharmaceuticals,operating,Public
Styles.com.bd,operating,Private
Geeksphone,operating,Private
BestTravelWebsites,operating,Private
Pow Health,operating,Public
Sierra Monolithics,operating,Public
Novus,operating,Public
Fileboard,operating,Private
Applits,operating,Private
VesselVanguard,operating,Private
TeraView,operating,Public
Stamp,operating,Public
Opera Solutions,operating,Private
Wanova,operating,Public
A Fourth Act,operating,Private
InSite Vision,operating,Private
Mobile Automation,operating,Public
Ybrain,operating,Private
Favor,operating,Public
Cohda Wireless,operating,Public
NTB Media,operating,Public
Jamgle,operating,Public
mPharma,operating,Private
InfoGin,operating,Public
FanCONNECT,operating,Private
Flying Fish Creative Services,closed,Public
Lovli,operating,Private
The Great Wild,operating,Private
Performance Lab,operating,Public
Baanto International,operating,Private
Cro Analytics,operating,Public
Pro Hoop Strength,operating,Public
AtCipher Inc.,operating,Public
Managed by Q,operating,Private
Omate,operating,Private
Advent Health Partners,operating,Public
Vesta Realty Management,operating,Public
Focaloid Technologies,operating,Private
Parallel Engines,operating,Private
WebMarketing Group,operating,Public
Foodik.ru,operating,Public
Hotspots,operating,Public
Policyx,operating,Public
aSmallWorld,operating,Private
Nexavis,operating,Private
Fooda,operating,Public
CommunityOne Bank,operating,Private
FoodLogiQ,operating,Public
TNM,operating,Private
JobSpice,operating,Private
Disc Dynamics,closed,Private
demandmart,operating,Public
Newzulu Limited,operating,Private
Desi Hits,operating,Public
Samlino.dk,operating,Private
Bid On Energy,operating,Public
RSP Tooling,operating,Public
PayMate India,operating,Public
Movius Interactive,operating,Private
Sitefly,operating,Private
burstIQ,operating,Public
Sauce Labs,operating,Public
"en*theos Enterprises, Public Benefit Corporation",operating,Private
Megafash Pte Ltd,operating,Public
MedSocket,operating,Public
Extreme Wireless Communication,operating,Public
Dragdis,operating,Public
VeriTweet,operating,Public
Extreme Reach,operating,Private
Calistoga Pharmaceuticals,operating,Private
YUPIQ,closed,Private
Manifest Digital,operating,Private
iWaterways.com,closed,Private
Klash,operating,Private
Mosyle,closed,Private
RÃ¶sler miniDaT,operating,Private
iLyngo,operating,Public
Agronometrics,operating,Public
HiChina,operating,Private
ShopItToMe,operating,Public
Counselytics,operating,Private
Flowify Limited,operating,Public
Paygevity,operating,Private
Mobi Tech,operating,Private
Truffls,operating,Private
Reactful,operating,Public
MeterHero,operating,Private
Milo,operating,Private
Wizer,operating,Public
Talicious,closed,Public
HighWire Press,operating,Private
Unravel Data Systems,operating,Private
Signaturit,operating,Public
eFishery,operating,Private
Unilife Corporation,operating,Public
Sparkow,operating,Public
Synthace,operating,Public
Godengo,operating,Public
That's Solar,closed,Public
IR Diagnostyx,operating,Private
MadeClose,operating,Public
Moomix Gaming,operating,Public
Image Socket,operating,Public
DONUTSDATROCK,operating,Private
Unpakt,operating,Private
Cerevo,operating,Private
"Modernizing Medicine, Inc.",operating,Public
Roomorama,operating,Private
Matchpoint Careers,operating,Private
ezeep,closed,Private
Next audience,operating,Private
Studio Systems,operating,Public
AlleyNYC,operating,Public
Galecto Biotech,operating,Private
Tipsy,operating,Public
Rocket Racing League,operating,Private
Community Medical Centers,operating,Private
Bomedus,operating,Public
SeqLL,operating,Private
FastScaleTechnology,operating,Public
LightUp,operating,Private
Apruve,operating,Private
Elemental Foundry,operating,Private
Splango Media Holdings,operating,Private
PSG Construction,operating,Public
The Point,closed,Private
EcoSwarm,operating,Private
ToonTime,operating,Private
Holla@Me,operating,Private
Cosmopolit Home,operating,Private
HealthSynch,operating,Private
JamHub,operating,Public
180Solutions,closed,Public
TVibes,operating,Private
CtrlShift,operating,Public
Celgen Biopharma,operating,Public
Cosmic Cart,operating,Private
Vlingo,operating,Public
Imagine Health,operating,Public
MultiSense,operating,Private
CorkCRM,operating,Private
AllPeers,closed,Private
Colingo,operating,Private
Solenica,operating,Public
doubleTwist,operating,Private
Snohomish County PUD,operating,Private
Imperito Networks,closed,Public
Bariatric Partners,closed,Public
Ipsum,operating,Public
eZono,operating,Public
4 Animals AlsterScience GmbH,operating,Public
Ionos Networks,operating,Public
RescueTime,operating,Public
SignalSet,operating,Public
ZAOZAO,operating,Public
Gift Card Combo,operating,Private
SnapEvent,operating,Public
Tellme,operating,Public
ConsortiEX,operating,Private
RegeneRx,operating,Private
Twistbox Entertainment,operating,Public
Johnshout Brothers Platform,operating,Private
Aradigm,operating,Private
The Green Office,operating,Public
CrowdMedia,operating,Private
Snaptiva,operating,Public
Genbook,operating,Private
Bitvore,operating,Public
Covarity,operating,Private
Compassoft,operating,Private
MediaScrape,closed,Private
Insightra Medical,operating,Private
Yodio,operating,Private
Camelot Information Systems,operating,Public
Pingup,operating,Private
FAGUO,operating,Private
BioVigilant Systems,operating,Public
Ampt Animal Inc.,operating,Private
Appetizr,operating,Private
Socruise,operating,Private
ROOOMERS,operating,Public
Doculynx,operating,Public
Blendle,operating,Private
AllUnite,operating,Public
Alset Wellen,closed,Public
Quibly,operating,Public
Klique,operating,Public
Software Spectrum Corporation,closed,Private
ReserveMyHome,closed,Private
Soma,operating,Private
Shanghai Woyo Network Science and Technology,operating,Public
Allete Therapeutic Solutions,operating,Private
Mangatar,operating,Private
Lumenis,operating,Private
via680,operating,Private
Zikk Software Ltd.,operating,Public
PRNMS INVESTMENTS,operating,Private
semanticlabs,operating,Public
TripsByTips,operating,Public
DyMynd,operating,Private
Cringle,operating,Private
StuRents.com,operating,Public
Stryde,closed,Public
TamaracK,operating,Private
Wikidata,closed,Private
Cloud DX Inc,closed,Private
Evolve Biosystems,operating,Private
Midokura,operating,Private
WSO2,operating,Private
Natural Health Group,operating,Private
GamEffective,operating,Private
Yekra,operating,Public
VoxFeed,operating,Public
Quandoo,operating,Public
Joberator,operating,Public
CitySpark,operating,Private
Avaxia Biologics,operating,Private
Boston Power,operating,Private
HobbyTalk,closed,Public
Ecologic Brands,closed,Public
Guanya Education Group,operating,Private
Outline App,closed,Public
"Minio, Inc.",operating,Private
Gigabit Optics,operating,Private
Ingk Labs,operating,Public
Rohati Systems,operating,Private
Artimplant AB,operating,Public
ProNoxis,operating,Public
Kunshan RiboQuark Pharmaceutical Technology,operating,Private
Baltic Motors Corporation,closed,Public
Petopia.com,closed,Public
TREPIC Inc.,closed,Private
Wize,operating,Private
Medmonk,operating,Private
Boaterfly,operating,Public
Allcancode,operating,Private
GetSmily,operating,Public
Watsin,operating,Public
PakWheels.com,operating,Private
Relevant e-solution,operating,Private
uberall,operating,Public
Spark CRM,operating,Public
Cequint,operating,Public
SyndicateRoom,operating,Private
Kinetic Global Markets,closed,Private
Front Flip,operating,Public
FunBrush Ltd.,operating,Public
Protea Medical,operating,Private
MedPilot,operating,Private
SafeOp Surgical,operating,Private
AMS Sciences,operating,Private
Dragon Security Services,operating,Public
Guesty,operating,Private
Exacaster,operating,Private
Wizdee,operating,Public
Primcogent Solutions,operating,Public
Avaak,operating,Public
KWINDOO,closed,Public
Apptera,operating,Public
The Logo Company,operating,Private
Pancetera,operating,Private
AEA Technology,operating,Public
M-Farm,operating,Public
TetraVitae Bioscience,operating,Private
Third Wave Technologies,operating,Public
GEO'Supp,operating,Private
emocha Mobile Health,operating,Public
Urban Traffic,operating,Public
Invengo Information Technology,operating,Public
MSI Methylation Sciences,operating,Public
Lincoln Renewable Energy,operating,Private
Cutanea Life Sciences,operating,Public
Maximus,operating,Private
REMOTV,closed,Public
Eykona Technologies,operating,Private
mylearnadfriend,operating,Public
Avacen,operating,Private
WakeApp - Mornings just got better,operating,Private
Lenda,operating,Private
Angstron Materials Inc,operating,Public
Sellegit.com,operating,Private
"(THE) ONE of THEM,Inc.",operating,Public
Career Town Network,operating,Public
AppSmyth,operating,Public
Air Button,operating,Private
Nordic Power Convertors,operating,Private
Laser View,operating,Private
GE Antares,operating,Private
Leap,closed,Public
Forest2Market,operating,Public
Waddle,closed,Public
initiafy,operating,Public
Sungy Mobile,operating,Public
Deductr,operating,Public
TravelersBox,operating,Private
Velox Semiconductor,operating,Private
Splore,operating,Private
Rentah,operating,Public
Saguna Networks,operating,Public
Aqua Access,operating,Private
Impulsonic,operating,Public
Jukin Media,operating,Public
Zenytime,operating,Private
Priztag,operating,Public
Aeristech Limited,closed,Private
ForeFront Education,operating,Public
Storebadge,operating,Public
ProtoStar,operating,Public
DossierView,operating,Public
Wegilant (Appvigil),operating,Private
Atlantium,operating,Public
HybridSite Web Services,operating,Private
Clever Age,operating,Private
Rover,operating,Private
BlueArc,operating,Private
CloudVolumes,operating,Public
avocadostore,operating,Private
Saatchi Art,operating,Public
Empirical Bioscience,operating,Public
LettuceThinner,operating,Private
Quad/Graphics,operating,Public
MSM Protein Technologies,operating,Public
Multi-AMP Engineering Sdn,closed,Public
Access Closure,operating,Public
Healthrageous,closed,Public
TVS Logistics Services,operating,Private
tinyclues,operating,Private
Geosho,operating,Public
Schultz's Gourmet,operating,Public
Memo Therapeutics,operating,Public
Evaneos,operating,Public
ORIFLAMME CO. LTD.,operating,Public
Neurocrine Biosciences,operating,Public
Hantec Markets,operating,Private
Ciosk,operating,Public
Vocus Communications,operating,Private
Rocketship Education,operating,Public
Instructure,operating,Private
CitiusTech,operating,Private
Flexport,operating,Public
Akeso Biomedical,operating,Private
Need Supply,operating,Private
CuPcAkE & other things you bake,operating,Public
Stonehenge Gardens,operating,Private
TelTrader,operating,Private
GameCo Inc,operating,Private
Humanrank,operating,Public
Bebaio,operating,Public
Gratafy,operating,Public
WhaGoO,operating,Private
sofatutor,operating,Private
IdeaSquares,operating,Public
Dynapix Intelligence Imaging,operating,Private
VooDoo Pit BBQ - Smokehouse & Lounge,operating,Public
Lending a Helping Hand,operating,Private
Mile High Organics,operating,Private
Elegus Technologies,operating,Public
Emerald BioAgriculture Corporation,operating,Private
Grokr,operating,Private
UpTap,operating,Private
Federated Media,operating,Private
Silverado,operating,Public
Plexisoft,operating,Private
Even,operating,Private
Modustri,operating,Public
Apta Biosciences,operating,Public
vip.com,operating,Public
Tasty Labs,operating,Private
Transit App,operating,Private
Waterfall,operating,Private
CLAY INDOOR SPORTS PLEX,operating,Public
Remark Media,operating,Private
DaStrong,operating,Private
Holidaycheck,operating,Private
Punch Bowl Social,operating,Public
uGO Health,operating,Public
Wolf Minerals,closed,Private
Liberty Ammunition,operating,Public
ShenzhenWare,closed,Public
EnSolve Biosystems,operating,Public
hdtMEDIA,operating,Public
Pursway,operating,Private
Samtec,operating,Public
Relay,operating,Public
Blisby,operating,Public
MetaLINCS,operating,Public
Hungry Harvest,operating,Private
CarTrade,operating,Public
Bureau Of Trade,operating,Private
Ellumia,operating,Public
QSI Holding Company,operating,Private
NAZAR,operating,Public
Collective Bias,operating,Private
CurrencyFair,operating,Private
Stopango,operating,Private
MyCityWay,operating,Private
Quiver,operating,Public
KonTEM,operating,Public
MyLorry,operating,Public
Nukona,operating,Public
Razoom,operating,Public
CaddySnack,operating,Public
Adir Technologies,closed,Public
Immune Control,operating,Private
Allostera Pharma,operating,Private
Movement Ventures,operating,Public
Precise Software,operating,Private
Index Group,operating,Public
Elysia,operating,Public
"Zettaset, Inc.",operating,Private
Molecular Products Group,operating,Public
Full Color Games,operating,Public
The O'Gara Group,operating,Public
Everbridge,operating,Private
Business Box Ltd,operating,Private
Arena Online,operating,Public
Nevis Networks,closed,Public
OneWed (Formerly Nearlyweds),operating,Public
Sococo,operating,Private
TheDressSpot.com,operating,Public
Lolabox,operating,Public
SlapVid,closed,Public
trgt.us,operating,Private
MakersTV,operating,Public
The Edge Bouldering Center,operating,Public
Arcos Technologies,operating,Private
Cronote,operating,Public
Peak Rx #2,operating,Public
College Snack Attack,closed,Private
CSDN,operating,Public
MyFitnessWallet,operating,Public
iNeoMarketing,operating,Public
CredentialedCare,operating,Private
iVantage Health Analytics,operating,Private
RehabDev,operating,Private
Valen Analytics,operating,Private
XTourMaker,operating,Private
BeON Home,operating,Public
TopRealty,operating,Public
Lumiary,operating,Public
Lookinhotels,closed,Private
Spin Transfer Technologies,operating,Private
Ophis Vape,operating,Private
Inpensa,operating,Public
Dynamic Social Network Analysis,operating,Private
Cotendo,operating,Private
Letyano,operating,Public
Elixir Bio-Tech,operating,Private
BitPoster,operating,Public
Genscript Technology,operating,Public
Quantum Materials Corporation,operating,Private
Serious USA,operating,Public
Xplicit Computing,operating,Private
AllofMe,operating,Public
WhatsOpen,operating,Public
MediaVast,operating,Private
"Qulsar, Inc.",operating,Public
Neogrowth,operating,Private
Invieo,operating,Public
AmaLockers,operating,Private
Seenapse,operating,Private
MSA Management,operating,Public
VSSB Medical Nanotechnology,operating,Private
kalidea,operating,Private
Sharethrough,operating,Public
Dachis Group,operating,Private
NurseBuddy,operating,Private
Genius Digital,operating,Public
Lendsquare,operating,Public
Nuo Therapeutics,operating,Private
Mirimus,operating,Public
Broadband Voice,operating,Public
Live 2 Learn Differently,operating,Private
mxHero,operating,Public
Squla,operating,Private
Wisecam,operating,Private
Backyard,operating,Public
Lux Biosciences,closed,Public
Play It Interactive,operating,Public
LeanPort Software Pvt Ltd,operating,Public
Red Crow,operating,Private
ABSMaterials,operating,Public
Shareholder InSite,operating,Private
Milo Biotechnology,operating,Public
7Park Data,operating,Public
PinkUP,operating,Public
Greenbox Technologies,operating,Private
Hook & Ladder,operating,Private
Mobile Digital Media,operating,Private
Glow,operating,Public
Novint,operating,Public
Locally,operating,Public
Ocean Aero,operating,Private
SMART,operating,Public
VoiceGenie Technologies,closed,Private
InTown,operating,Private
Fridge,operating,Private
Avalara,operating,Public
Skeleton Technologies,operating,Public
Secure Element,operating,Private
VenuCare Medical,operating,Private
Holganix,operating,Public
Intelligent Health,operating,Public
Gameology,operating,Public
Mesolight,operating,Private
Loma Linda University,operating,Private
Souqalmal.com,operating,Public
Eagle Auto Sales,operating,Public
Enobia Pharma,operating,Private
AutomateIt,operating,Private
Neozone,operating,Private
Prixing,closed,Private
Yola,operating,Private
Tophat,operating,Public
Sira Group,operating,Private
"Moonshadow Mobile, Inc.",operating,Private
Snapback,operating,Public
Bus Radio,operating,Private
The New Music Movement,operating,Private
Greenlight Biosciences,operating,Public
Ambature,operating,Private
HomeStars Inc.,operating,Public
Big Bears Recycling,operating,Private
Clontech Laboratories Inc,operating,Public
Shenick Network Systems,operating,Private
eSee/Rescue Corporation,operating,Public
Hippocrates Gate,operating,Public
CadenceMD,operating,Private
DxNA,operating,Public
Datadog,operating,Public
Oscar,operating,Public
Hotelbar,closed,Public
10seconds Software,operating,Public
FaceOn Mobile,operating,Private
Fermentas International,operating,Private
Delta Systems Engineering,operating,Public
Nuage Telecom,operating,Public
Cenoplex,operating,Private
Wear Inns,operating,Private
I-Logix,operating,Public
Crypteia Networks,operating,Private
NetSecure Innovations Inc,operating,Private
Bilişim İnovasyon A.Ş.,operating,Public
CUPS,operating,Public
Vezma,operating,Private
Trinity Mobile Networks,operating,Private
Zingle,operating,Private
NextVR,operating,Public
Primocare,closed,Private
Solum,operating,Private
i.am PULS,operating,Public
Skimbl,operating,Private
JoyTunes,operating,Private
Centerpoint Broadband Technologies,operating,Public
Preno,closed,Private
QuantaLife,operating,Public
Positron Dynamics,closed,Private
Lintes Technologies,operating,Private
Tappy PTE. LTD.,operating,Private
Reoverse Telecom,operating,Public
Penrose Senior Care Auditors,operating,Public
OrthoGrid Systems,operating,Private
Hello Products,operating,Public
FlexScore,operating,Private
Helidyne,operating,Public
maniaTV,operating,Public
Arroyo Optics,operating,Private
dotSyntax,operating,Public
Go Capital,operating,Public
Goodlord,operating,Private
ZanAqua,operating,Private
Sochat,closed,Public
Bettymovil,closed,Public
KDS,operating,Public
Profit Software,operating,Private
Tã Em Bé,operating,Public
Aperto Networks,operating,Public
YuuZoo Corporation,operating,Public
Bauxy,operating,Private
Content.Care,operating,Public
ConnectYourCare,operating,Private
New Avenue Inc.,operating,Private
Fiberstar,operating,Public
toucanBox,operating,Public
Cephea Valve Technologies,operating,Private
Communicado,closed,Private
Prosbee Inc.,closed,Private
Ongage,operating,Private
Electronic Cigarettes International Group,operating,Private
Tembo Studio,operating,Private
SpeedDate,operating,Public
Silent Power,operating,Private
Zadara Storage,operating,Public
DxContinuum,operating,Public
Galileo Genomics,operating,Public
Negorama,operating,Public
Channel Mentor IT,operating,Private
Similar Pages,operating,Public
LoHaria,operating,Private
Media360,operating,Public
Ordoro,operating,Public
SpinSnap,operating,Private
Rapt Media,operating,Public
Prolong Pharmaceuticals,operating,Public
Troc.com,operating,Public
Carrot.mx,operating,Private
Givit,operating,Public
AnyLeaf,operating,Private
FotoSwipe,operating,Public
Retale,operating,Public
Parastructure,operating,Private
Cruise Compare,closed,Public
FlightOffice,operating,Public
The Detection Group,operating,Private
Gamar,operating,Private
Breezie,operating,Private
Intermap Technologies,operating,Private
Ubideo,operating,Public
Harbin Pharmaceutical,closed,Public
NextHealth Technologies,operating,Private
Laureate Pharma,closed,Public
Lipperhey,operating,Private
SPARK Finance,operating,Private
Mobile Tracing Services,operating,Public
Ness Computing,operating,Public
Carhoots.com,operating,Private
XINTEC,operating,Public
Resistentia Pharmaceuticals,operating,Public
NowledgeData,operating,Private
Innogiv,operating,Private
AudioPixels,operating,Private
Nomad Games,operating,Private
Bragi,operating,Public
Ascend Consumer Finance,operating,Public
Apera,operating,Private
We Cluster,operating,Public
GEV Global,operating,Private
OpenDrive,operating,Private
Caspida,operating,Private
Sphere Medical Holding,operating,Private
Olifun,operating,Public
Dorado Systems,operating,Private
Money360,operating,Private
Access Network,operating,Public
Enodo Software,closed,Private
Keppek,operating,Private
Taqua,operating,Private
Trumaker,operating,Public
Domino,operating,Private
Miflora,operating,Public
MagicEvent,operating,Private
Fivetran Inc,operating,Private
Search Initiatives,operating,Public
PointBurst,operating,Public
bttn,operating,Public
Lumara Health,operating,Public
Royal Palm Foods,operating,Public
Poliana,operating,Public
GameGenetics,operating,Public
CleverPet,operating,Public
Mondo,operating,Public
Saplo,operating,Private
Agios Pharmaceuticals,operating,Private
New Planet Technologies,operating,Private
PlanGrade,operating,Public
MedNews,operating,Private
BasharSoft,operating,Public
SmartMove,operating,Public
Jaman,operating,Private
Openbuilds,operating,Public
BG Medicine,operating,Public
Techtran Group,operating,Public
VQiao,closed,Public
Webridge,operating,Private
OnTrack Imaging,operating,Private
Agile Systems,operating,Private
Cequence Energy,operating,Public
Naehas,operating,Private
VC VISION,closed,Public
IGI LABORATORIES,operating,Private
Omaha,operating,Private
LotusFlare,operating,Public
Filtrbox,operating,Private
FEM Inc.,operating,Public
Platinum Food Service,operating,Private
Andre Phillipe,operating,Private
Verse,closed,Private
Lemur IMS,operating,Public
Purple Deck Media,operating,Private
PayLease,operating,Private
Innogenetics,operating,Public
Flythegap,operating,Public
PromoteU,operating,Private
Inogen,operating,Public
EBS Technologies,operating,Public
Logos Energy,operating,Public
T3Media,operating,Public
Rise Medical Staffing,operating,Private
Fingertouch,operating,Private
Sonos,operating,Public
JTOWER Inc.,operating,Public
Relevvant,operating,Private
AltoWeb,closed,Public
Ensemble Discovery,operating,Private
avolution,operating,Public
MassHousing,operating,Public
Magictab,operating,Public
Classroom IQ,operating,Private
iTB Holdings,operating,Private
Yakarouler,operating,Private
Lets Corp,operating,Private
Instagarage,closed,Public
DealTaker,operating,Private
Change.org,operating,Private
Liquid Computing,closed,Public
Photographic Museum of Humanity,operating,Private
ONtheAIR,operating,Public
PhotoBox,operating,Public
Alaris Royalty,closed,Private
Blackaeon International,closed,Public
Banyan,operating,Private
Brickflow,operating,Public
AFCV Holdings,operating,Public
nonda (No NDA inc),operating,Private
MediaShare,operating,Private
tagUin,operating,Public
Encorp,operating,Private
Medivie Therapeutics,operating,Private
Endeavor Energy,operating,Public
Aureliant,operating,Public
hurleypalmerflatt,operating,Private
Copiun,operating,Private
Karmanos Cancer Institute,operating,Public
Jack's Family Restaurants,closed,Private
Stayhound,closed,Public
ClevrU Corporation,operating,Private
Renowala,operating,Public
Foodini,operating,Private
Zen Planner,operating,Public
Xipin,operating,Private
"Ether Optronics (Suzhou) Co., Ltd.",operating,Public
Graymatics,operating,Public
Gigbeats,operating,Public
Allclasses,operating,Private
GetOne Rewards,operating,Public
IroFit,operating,Public
Monolith,operating,Public
White Label Marketing,operating,Private
authorGEN,operating,Private
UPE Places,operating,Private
POWr,operating,Public
Pzoom,operating,Private
Bay Pac Beverages,operating,Private
Marketwired,operating,Private
Environmental Operations,operating,Public
LogFuze,operating,Public
Funded City,operating,Private
Flywheel Sports,operating,Private
TheShoppingPro,operating,Private
Penn Medicine,operating,Public
LIKECHARITY,operating,Public
Gaia Technologies Sdn Bhd,operating,Public
WeWaant.com,operating,Private
RunRev,operating,Public
SproutBox,closed,Private
Gulfstream Technologies,operating,Private
ShoutWire,operating,Private
SiGe Semiconductor,operating,Public
DiabetOmics,operating,Public
Tervela,operating,Private
Kamera Photography,operating,Public
Lango,operating,Public
Orions Systems,operating,Public
Community Infopoint,operating,Public
KS12,operating,Public
Qubecell,operating,Public
KeVita,operating,Public
AvaLAN Wireless Systems,operating,Private
Peerless Network,operating,Public
TransMed Systems,operating,Private
Entrada,operating,Public
Sally,closed,Public
Glassful,operating,Public
OneRoof,operating,Private
SabrTech,operating,Public
SavorSearch,operating,Public
Mesh Korea,operating,Private
intelworld,operating,Public
Viron Therapeutics,operating,Public
Centec Networks,operating,Public
3D Biomatrix,operating,Private
CenterPoint - Connective Software Engineering,operating,Public
DevonWay,operating,Private
Glean.in,operating,Private
frents,operating,Public
OpenSilo,operating,Private
Twist,operating,Public
MemberPlanet,operating,Public
Mixgar,operating,Public
CDP,operating,Private
NextLane,operating,Public
eXelate,operating,Private
Teliportme,operating,Private
Light Sciences Oncology,operating,Public
Tapestry,operating,Public
Publons,operating,Public
Enlight Research,operating,Public
Blackstar Amplification,operating,Private
Tiamet Technologies,operating,Public
Viewpoint Digital,operating,Public
Cohere Technologies,operating,Private
GoSquared,operating,Public
"Collaborent Group, Ltd.",operating,Private
BioSeek,operating,Private
Weddingful,operating,Private
Propable,operating,Public
eSolutions,operating,Private
Down the Road Brewery,operating,Private
Chess Vision,operating,Public
SoftBank Robotics Holdings,operating,Public
Rubybox,operating,Public
Platform Learning,operating,Private
Jellyvision,operating,Public
New WORC (III) Development & Management,operating,Private
ROBLOX,operating,Public
Smart Holograms,operating,Private
Microlanguage,operating,Private
Planbus,operating,Private
Blue Origin,operating,Private
Twin Star ECS,operating,Public
FABtotum,operating,Public
Accent Media Limited,operating,Private
KISI,operating,Public
Captive Media Limited,closed,Public
RemoteReps,operating,Public
Applied Life,operating,Private
Ripple Commerce,closed,Public
Doctor Evidence,operating,Private
Romio,operating,Private
FreedomPop,operating,Private
Phasor Solutions,operating,Public
Milk and Honey Shoes,closed,Public
NewRiver,operating,Private
NewDog Technologies,operating,Public
IfOnly,operating,Private
Recitate,operating,Public
SPD,closed,Private
Memkite,operating,Public
WeSwap.com,operating,Private
Ohfram,operating,Private
Boomerang Commerce,operating,Private
JobHero,operating,Public
Rishi Mining Resources,operating,Private
Edgemont Pharmaceuticals,operating,Public
Providajob,operating,Private
Press-sense,operating,Private
Everfest.com,operating,Private
MySQUAR,operating,Public
Obviousidea,operating,Public
Orbital Outfitters,operating,Public
Performance Horizon,operating,Private
Hastings Manufacturing Company,operating,Private
Boston Micromachines,operating,Private
Global Bay Mobile,closed,Private
Pimmr,operating,Public
Millao Inc.,operating,Private
Usersnap,operating,Public
Yorn,operating,Private
Blyncsy,operating,Private
Dandong Xintai Electrics,operating,Private
NetDialog,operating,Public
University of Nebraska Medical Center,operating,Public
Teqcycle,operating,Private
Nembol,operating,Private
Cubeit.fm,operating,Private
DeliveryCheetah,operating,Private
eHealth Technologies™,operating,Private
Tommy John,operating,Public
Taoshijie,operating,Public
CampaignAbility,operating,Private
HydroBuilder.com,operating,Private
Collectabillia.com,operating,Public
SLI Systems,operating,Public
Fetchnotes,closed,Public
Zoologic,operating,Private
Proberry,closed,Private
Clic and Walk,operating,Private
Clarive Software,operating,Private
Zeepay,operating,Public
RingU,operating,Public
Mr. Youth,operating,Public
BookBub,operating,Private
Hexago,operating,Public
SocialRep,operating,Public
Alcresta,operating,Public
Blipify,operating,Public
Secpanel,operating,Private
Hollar,closed,Public
EpicForce,operating,Private
Diagnostic Ultrasound,closed,Private
Asantae,operating,Private
Realm,operating,Private
Numira Biosciences,operating,Public
"Brand Value Accelerator, LLC",operating,Private
Liquefied Natural Gas,closed,Private
JackPot Rewards,closed,Private
Eye-Fi,operating,Public
Twigly,operating,Public
Cloud Floor,operating,Public
Autotiming,operating,Private
Thomas Capital Corporation,operating,Private
iSTAR,operating,Private
InfoLogix,operating,Public
Hactus,operating,Public
Arzoon,operating,Private
Rady School of Management,operating,Private
HITbills,operating,Public
BelieversFund,closed,Private
Trans Tasman Resources,operating,Public
"Intelligent Wireless Networks, Inc.",operating,Private
Accuri Cytometers,operating,Private
MixRank,operating,Private
OneOme,operating,Public
Ascentis,operating,Private
Aspective,closed,Private
PressBaby,operating,Private
Dapu.com,operating,Private
AdTapsy,operating,Public
Car Throttle,operating,Private
Fruitday,operating,Public
DQ Entertainment,operating,Private
Plobot,operating,Public
CaratLane,operating,Private
Sentiance,operating,Public
Tooteko,closed,Private
Bitstamp,operating,Private
HectoPlant,operating,Private
STRIKE,closed,Public
CorasWorks,operating,Private
Ecosorb,closed,Public
Basys,operating,Public
OmPrompt,operating,Public
Ottemo,operating,Private
Shopzilla,operating,Private
Medivantix Technologies,closed,Private
Saguaro,operating,Public
Great Atlantic & Pacific Tea,operating,Public
C3 Jian,operating,Public
iQuest Analytics,operating,Private
Zify - Instant Carpooling App,operating,Private
Race Cloud,closed,Private
RPost,operating,Public
AGM Automotive,operating,Public
Momentum Bioscience,operating,Private
Penemarie K Murphy,operating,Public
Property Moose,operating,Private
LemonQuest,closed,Private
SenGenix,operating,Public
HuJe labs,closed,Private
Queryday,operating,Private
"Lanyon Solutions, Inc",operating,Public
Polantis,operating,Public
Open Publishing,operating,Public
Tie Society,operating,Public
Hybrigenics,operating,Private
Spotcap,operating,Public
Rong360,operating,Public
Intervolve,operating,Private
Videodeclasse.com,operating,Private
HapYak Interactive Video,operating,Private
LeafLink,operating,Private
iGlue,closed,Public
HealthSource,operating,Private
Snatch that Jerky,operating,Public
Network,operating,Private
WhiteHat Security,operating,Private
9Lenses,operating,Private
PoachIt,closed,Public
Lookwider,operating,Private
HighPoint Solutions,operating,Private
PicnicHealth,operating,Public
kinkon,closed,Public
BeatTheBushes,operating,Private
TrademarkFly,operating,Private
Locafox,operating,Public
RooT,operating,Private
Canvas,operating,Private
Irrigation Water Techologies America,operating,Public
Publimind,operating,Private
iMedicare,operating,Public
Quantine,operating,Public
Stefan's Head,operating,Public
Cerecor,operating,Public
REGEN Energy,operating,Private
Novare Surgical,closed,Private
